SPECID,OB star,AF star,Gstar,Kstar,Mstar
G15_Y3_021_065,,,,,1
G15_Y2_019_067,,,,,1
G15_Y2_019_108,,,,,1
G15_Y4_222_048,,,,,1
G15_Y6_085_020,,,,,1
G15_Y6_072_155,,1,,,
G15_Y3_032_205,,1,,,
G12_Y1_AX1_097,,,,,1
G15_Y3_050_039,,,,,1
G09_Y6_066_246,,1,,,
G02_Y3_016_134,,,1,,
G09_Y2_003_278,,,,,1
G09_Y1_BN2_319,,1,,,
G02_Y5_110_395,1,,,,
G02_Y3_018_333,,,1,,
G09_Y2_028_081,1,,,,
G02_Y3_013_219,,1,,,
G12_Y2_008_158,,1,,,
G12_Y1_BN1_169,,,,,1
G09_Y2_020_095,1,,,,
G09_Y1_EN2_374,,1,,,
G15_Y3_015_043,1,,,,
G12_Y6_058_033,,1,,,
G09_Y1_AN1_138,,1,,,
G12_Y1_DX2_154,,,,,1
G15_Y1_GN1_101,,,,,1
G15_Y6_096_259,,1,,,
G15_Y3_005_283,,,1,,
G15_Y6_102_346,,,1,,
G15_Y4_203_321,,,,,1
G15_Y4_203_214,1,,,,
G12_Y6_057_220,,,1,,
G15_Y3_002_235,1,,,,
G09_Y4_227_011,,,,,1
G15_Y4_212_102,,,,,1
G15_Y4_203_187,,,,,1
G15_Y2_008_005,,,,,1
G15_Y4_204_309,,,,,1
G09_Y5_014_240,,,,,1
G02_Y4_045_335,,,,,1
G12_Y1_AT_139,,,,,1
G02_Y4_032_127,,,,,1
G15_Y4_204_016,,,,,1
G15_Y2_013_207,,,,,1
G15_Y1_DS2_164,,,,,1
G15_Y4_203_214,1,,,,
G15_Y3_036_018,,,,,1
G15_Y3_036_032,,,,,1
G15_Y3_012_140,,,,,1
G12_Y1_FN1_275,,,,,1
G02_Y3_019_301,,,,,1
G12_Y5_014_141,,,,,1
G15_Y3_038_308,,,,,1
G15_Y1_FS2_304,,,,,1
G15_Y4_209_185,1,,,,
G12_Y1_HS1_349,1,,,,
G15_Y4_212_215,,,,,1
G15_Y3_001_258,,,,,1
G15_Y5_022_331,1,,,,
G02_Y4_038_249,,,,,1
G12_Y5_025_315,,,,,1
G09_Y6_061_245,1,,,,
G12_Y3_003_115,,1,,,
G15_Y4_206_262,,,,,1
G09_Y1_BS1_021,1,,,,
G09_Y1_DX1_391,,,,,1
G12_Y1_CX1_393,,,,,1
G02_Y6_012_124,,,,,1
G15_Y1_GN1_242,,,,,1
G15_Y2_011_023,,,,,1
G15_Y4_201_241,,,,,1
G15_Y2_005_020,,,,,1
G02_Y6_009_199,,,,,1
G15_Y2_010_051,,,,,1
G02_Y6_010_202,,,,,1
G02_Y6_013_165,,,,,1
G15_Y6_089_118,,1,,,
G09_Y2_042_251,,,,,1
G02_Y5_113_065,,,,,1
G15_Y1_CS1_291,1,,,,
G02_Y6_015_159,,,,,1
G15_Y1_IS1_342,,,,,1
G12_Y1_AX1_371,,,,,1
G15_Y4_204_074,1,,,,
G15_Y3_005_275,,,,,1
G15_Y4_202_040,,,,1,
G09_Y5_016_096,,1,,,
G09_Y6_065_239,1,,,,
G15_Y3_041_180,,,,,1
G15_Y5_030_229,,,,,1
G09_Y5_018_094,1,,,,
G15_Y2_004_242,,,,,1
G02_Y3_019_336,,,,,1
G15_Y4_210_309,1,,,,
G09_Y1_BS1_016,,1,,,
G15_Y3_007_124,,,,,1
G15_Y1_IS2_225,,,,,1
G02_Y5_086_270,,,,,1
G15_Y2_020_326,,,,,1
G02_Y6_008_099,,,,,1
G15_Y5_061_323,,,,,1
G02_Y6_017_205,,,,,1
G15_Y5_005_092,,,,,1
G15_Y2_019_195,,,,,1
G09_Y1_HS2_395,,,,,1
G09_Y2_024_378,,,,,1
G12_Y2_014_043,1,,,,
G15_Y2_012_148,,,,,1
G15_Y1_AS2_052,,,,,1
G15_Y6_082_191,,,,,1
G02_Y5_110_233,,,,,1
G15_Y1_BN1_309,1,,,,
G02_Y6_016_105,,,,,1
G02_Y5_110_388,,,,,1
G02_Y4_030_319,,,,,1
G02_Y6_016_134,,,,,1
G15_Y4_201_269,,,,,1
G15_Y4_217_026,,,,,1
G15_Y4_240_117,,,,,1
G02_Y5_052_251,,,,,1
G15_Y3_007_266,,,,,1
G02_Y6_016_184,,,,,1
G02_Y6_015_318,,,,,1
G15_Y4_230_232,,,,,1
G15_Y2_004_077,,,,,1
G02_Y6_015_175,1,,,,
G09_Y4_210_391,,,,,1
G09_Y1_CN2_349,,,,,1
G15_Y3_043_244,,,,,1
G15_Y6_085_089,,1,,,
G02_Y6_017_241,,,,,1
G02_Y4_039_252,,,,,1
G15_Y1_CS1_331,,,,,1
G09_Y4_236_260,,1,,,
G15_Y1_HN1_186,,,,,1
G09_Y3_004_218,,,,,1
G02_Y6_015_157,,,,,1
G15_Y4_203_321,,,,,1
G02_Y6_010_123,,,,,1
G15_Y2_020_054,1,,,,
G15_Y1_DS2_109,,,,,1
G12_Y1_FS1_222,,,,,1
G15_Y5_024_375,,,,,1
G15_Y6_094_276,,,,,1
G15_Y4_203_311,,,,1,
G12_Y1_DX2_154,,,,,1
G09_Y1_AN2_188,,,,,1
G02_Y3_013_271,,,,,1
G02_Y5_110_393,,,,,1
G15_Y5_023_034,,,,,1
G15_Y2_022_140,,1,,,
G09_Y4_236_254,,1,,,
G15_Y3_030_017,,,,,1
G15_Y4_227_222,,,,,1
G12_Y2_009_147,,,,,1
G15_Y5_004_336,1,,,,
G02_Y5_076_264,,,,,1
G09_Y1_AX1_001,,,,,1
G12_Y4_211_266,,,,,1
G02_Y4_042_163,,,,,1
G15_Y3_021_136,,,,,1
G12_Y1_HND1_327,,,,,1
G02_Y5_095_038,,,,,1
G15_Y4_220_360,,,,,1
G12_Y3_001_088,,1,,,
G15_Y3_001_228,,,,,1
G02_Y6_010_029,,,,,1
G02_Y6_013_107,,,,,1
G12_Y1_ES1_274,,,,,1
G15_Y3_012_157,,,,,1
G02_Y3_007_134,,,,,1
G15_Y3_051_218,1,,,,
G02_Y4_041_374,,,,,1
G09_Y4_226_349,,,,,1
G09_Y1_ES2_299,,,,,1
G12_Y1_IN1_328,,,,,1
G09_Y1_BN2_278,,,,,1
G15_Y5_029_096,,,,,1
G02_Y6_009_079,,,,,1
G02_Y6_010_155,,,,,1
G02_Y6_012_155,,,,,1
G15_Y3_026_342,,,,,1
G02_Y4_021_017,,,,,1
G15_Y1_AN1_120,,,,,1
G15_Y1_CS2_320,,,,,1
G09_Y3_015_208,1,,,,
G12_Y1_HS2_381,,,,,1
G15_Y3_004_039,,,,,1
G15_Y1_DS2_275,,,,,1
G15_Y3_042_195,1,,,,
G09_Y1_DS2_074,,,,,1
G09_Y4_245_204,1,,,,
G15_Y1_DS2_271,,,,,1
G12_Y3_022_009,,,,,1
G02_Y6_003_165,,,,,1
G09_Y1_BX2_049,,,,,1
G09_Y1_AN2_295,,,,,1
G15_Y1_IS1_183,,,,,1
G15_Y2_008_326,,,,,1
G15_Y2_012_246,,,,,1
G15_Y1_DS2_299,,,,,1
G15_Y3_007_338,1,,,,
G15_Y1_DN2_099,,1,,,
G15_Y1_HN1_033,,,,,1
G15_Y5_030_044,,,,,1
G15_Y1_DS1_248,,,,,1
G15_Y4_227_336,,,,,1
G15_Y1_AS1_220,,,,,1
G12_Y2_002_248,,,,,1
G15_Y4_219_256,,,,,1
G15_Y4_201_069,,,,,1
G15_Y4_231_013,,,,,1
G02_Y4_045_195,,,,,1
G15_Y1_GN1_083,1,,,,
G12_Y1_AS2_180,,,,,1
G09_Y1_AS1_389,,,,,1
G09_Y4_212_332,,,,,1
G02_Y6_016_345,,,,,1
G12_Y1_DS2_113,,,,,1
G09_Y1_IS1_392,,,,,1
G15_Y1_DS1_239,,,,,1
G09_Y4_214_155,,,,,1
G09_Y1_DS1_283,,,,,1
G15_Y1_BN2_036,,,,,1
G09_Y1_FX2_257,,,,,1
G12_Y1_ES2_147,,,,,1
G02_Y5_088_107,,,,,1
G09_Y4_233_270,,,,,1
G09_Y1_AX2_161,,,,,1
G15_Y1_CX1_389,,,,,1
G02_Y5_077_185,,,,,1
G09_Y1_BS1_334,,,,,1
G12_Y1_GS2_099,,,,,1
G15_Y3_005_263,,,,,1
G12_Y1_DN1_386,,,,,1
G15_Y2_002_361,,,,,1
G09_Y1_AS1_389,,,,,1
G09_Y4_212_332,,,,,1
G02_Y6_016_345,,,,,1
G12_Y1_DS2_113,,,,,1
G09_Y1_IS1_392,,,,,1
G15_Y1_DS1_239,,,,,1
G09_Y4_214_155,,,,,1
G09_Y1_DS1_283,,,,,1
G15_Y1_BN2_036,,,,,1
G09_Y1_FX2_257,,,,,1
G12_Y1_ES2_147,,,,,1
G02_Y5_088_107,,,,,1
G09_Y4_233_270,,,,,1
G09_Y1_AX2_161,,,,,1
G15_Y1_CX1_389,,,,,1
G02_Y5_077_185,,,,,1
G09_Y1_BS1_334,,,,,1
G12_Y1_GS2_099,,,,,1
G15_Y3_005_263,,,,,1
G12_Y1_DN1_386,,,,,1
G15_Y2_002_361,,,,,1
G12_Y6_061_161,,,,,1
G02_Y6_012_378,,,,,1
G09_Y4_223_025,,,,,1
G15_Y4_219_226,,,,,1
G02_Y6_015_173,,,,,1
G12_Y1_ES1_161,,,,,1
G12_Y1_GS1_188,,,,,1
G12_Y1_CX2_233,,,,,1
G12_Y1_ES1_088,,,,,1
G12_Y1_AS2_325,,,,,1
G09_Y4_212_256,,,,,1
G15_Y1_EN2_179,,,,,1
G02_Y6_010_280,,,,,1
G15_Y3_038_353,,,,,1
G15_Y3_018_365,,,,,1
G02_Y6_016_324,,,,,1
G09_Y1_DS2_112,,,,,1
G09_Y2_023_047,,,,,1
G02_Y5_083_025,,,,,1
G12_Y1_DS2_185,,,,,1
G09_Y1_BS1_308,,,,,1
G09_Y1_IN1_391,,,,,1
G15_Y6_086_299,,,,,1
G09_Y1_HS1_294,,,,,1
G09_Y4_207_171,,,,,1
G09_Y1_CN2_399,,,,,1
G12_Y2_038_008,,,,,1
G15_Y2_021_236,,,,,1
G09_Y1_GX1_358,,,,,1
G02_Y5_071_340,,,,,1
G09_Y1_GN2_209,,,,,1
G09_Y1_CN1_313,,,,,1
G15_Y4_211_127,,,,,1
G09_Y1_BX1_299,,,,,1
G09_Y4_213_278,,,,,1
G09_Y4_225_324,,,,,1
G15_Y1_AS1_323,,,,,1
G12_Y4_209_121,,,,,1
G09_Y1_EN1_035,,,,,1
G09_Y1_EN2_091,,,,,1
G12_Y1_DS2_364,,,,1,
G12_Y5_004_133,,,,,1
G15_Y1_GS1_287,,,,,1
G09_Y4_218_112,,,,,1
G09_Y1_CN2_068,,,,,1
G15_Y5_012_198,,,,,1
G15_Y4_231_198,,,,,1
G15_Y4_219_224,,,,,1
G15_Y2_004_180,,,,,1
G09_Y1_AX1_191,,,,,1
G12_Y1_DS1_040,,,,,1
G09_Y2_035_315,,,,,1
G09_Y4_233_097,,,,,1
G09_Y2_041_136,,,,,1
G02_Y5_114_011,,,,,1
G15_Y2_001_301,,,,,1
G12_Y3_010_359,,,,,1
G12_Y6_051_249,,,,,1
G15_Y4_230_066,,,,,1
G15_Y3_039_185,,,,,1
G09_Y4_222_169,,,,,1
G15_Y1_DS1_369,,,,,1
G15_Y2_014_343,,,,,1
G09_Y1_BX1_162,,,,,1
G02_Y5_085_118,,,,,1
G15_Y2_004_364,,,,,1
G02_Y4_029_005,,,,,1
G15_Y5_002_227,,,,,1
G15_Y3_005_277,,,,,1
G12_Y6_056_059,,,,,1
G15_Y3_020_265,,,,,1
G15_Y2_015_216,,,,,1
G15_Y4_241_365,,,,,1
G09_Y4_204_005,,,,,1
G02_Y3_012_048,,,,,1
G12_Y3_015_239,,,,,1
G15_Y2_015_366,,,,,1
G15_Y6_073_067,,,,,1
G02_Y5_101_192,,,,,1
G09_Y1_FS1_389,,,,,1
G15_Y3_013_062,,,,,1
G12_Y1_EX2_079,,,,,1
G02_Y5_094_368,,,,,1
G15_Y6_095_265,,,,,1
G15_Y2_008_332,,,,,1
G02_Y5_110_385,,,,,1
G15_Y1_GN1_161,,,,,1
G02_Y6_004_365,,,,,1
G12_Y6_080_126,,,,,1
G15_Y1_CX1_087,,,,,1
G15_Y1_GN1_011,,,,,1
G02_Y5_085_112,,,,,1
G12_Y3_015_235,,,,,1
G09_Y2_002_352,,,,,1
G15_Y1_ES1_330,,,,,1
G15_Y2_012_346,,,,,1
G15_Y1_DS1_233,,,,,1
G02_Y6_009_006,,,,,1
G15_Y1_HS2_176,,,,,1
G12_Y1_IS1_195,,,,,1
G12_Y5_014_128,,,,,1
G09_Y6_061_383,,,,,
G15_Y4_212_047,,,,,1
G15_Y4_203_047,,1,,,
G02_Y6_013_228,,,,,1
G02_Y3_013_275,,1,,,
G15_Y4_237_330,,,,,1
G15_Y4_232_287,,,,,1
G15_Y4_243_093,,,,,1
G09_Y4_232_255,,,,,1
G15_Y3_001_025,,,,,1
G12_Y6_056_082,1,,,,
G15_Y2_019_093,,,,,1
G12_Y1_CX1_164,,,,,1
G15_Y1_ES1_218,,,,,1
G15_Y4_204_233,1,,,,
G02_Y6_008_294,,,,,1
G12_Y1_BS2_209,,,,,1
G15_Y6_083_130,1,,,,
G15_Y2_007_085,,,,,1
G15_Y1_CX1_209,,,,,1
G09_Y1_test_321,,,,,1
G15_Y2_011_197,,,,,1
G15_Y5_004_140,1,,,,
G15_Y2_015_210,,,,,1
G15_Y1_GS2_335,,,,,1
G09_Y1_AN2_339,,,,,1
G02_Y5_071_349,,,,,1
G15_Y3_021_096,,,,,1
G15_Y6_070_079,1,,,,
G02_Y6_017_113,,,,,1
G15_Y4_236_230,1,,,,
G15_Y2_007_126,,,,,1
G09_Y1_FS1_303,,,,,1
G15_Y2_012_105,,,,,1
G15_Y3_007_296,,,,,1
G09_Y2_014_190,,,,,1
G09_Y4_203_254,,,,,1
G02_Y6_010_380,,,,,1
G09_Y2_022_072,1,,,,
G09_Y2_002_340,,,,,1
G15_Y4_225_203,,,,,1
G12_Y1_CX1_370,,,,,1
G12_Y1_ES2_127,,,,,1
G09_Y4_251_131,1,,,,
G02_Y4_027_073,,,,,1
G09_Y1_HN1_327,,,,,1
G15_Y5_009_235,,,,,1
G15_Y3_041_130,1,,,,
G09_Y4_211_244,,,,1,
G15_Y3_011_398,1,,,,
G15_Y4_231_275,,,,,1
G02_Y5_071_169,,,,,1
G15_Y6_085_058,,,,,1
G15_Y6_085_029,1,,,,
G09_Y1_BS2_242,,,,,1
G09_Y3_009_334,,,,1,
G09_Y1_AN2_204,,,,,1
G09_Y1_DS1_063,,,,,1
G15_Y1_CN2_079,1,,,,
G02_Y4_034_369,,,,,1
G15_Y6_096_238,,1,,,
G15_Y2_005_091,,1,,,
G02_Y6_016_091,,,,,1
G09_Y4_241_269,,,,,1
G15_Y4_216_121,,,,,1
G02_Y6_010_228,,,,,1
G02_Y6_012_120,,,,,1
G02_Y3_005_226,,,,,1
G15_Y3_037_171,,,,,1
G15_Y4_224_027,,,,,1
G12_Y1_END1_065,,,,,1
G09_Y4_234_130,,,,,1
G15_Y4_211_164,,,,,1
G09_Y5_016_185,,,,,1
G09_Y4_257_289,,,,,1
G15_Y1_BX1_394,,,,,1
G15_Y6_074_352,,1,,,
G15_Y3_016_388,,,,,1
G09_Y1_IS2_303,1,,,,
G15_Y1_CN1_104,1,,,,
G15_Y5_003_209,1,,,,
G02_Y5_079_053,,,,,1
G09_Y4_233_156,,,,,1
G02_Y6_003_321,,,,,1
G15_Y6_087_080,,1,,,
G15_Y5_029_267,1,,,,
G02_Y5_106_361,,,,,1
G09_Y4_221_055,,,,,1
G15_Y4_222_167,,,,,1
G15_Y2_017_249,,,,,1
G09_Y4_213_355,,,,,1
G09_Y4_244_230,,,,,1
G15_Y1_GN1_132,,,,,1
G12_Y1_CN1_376,,,,,1
G15_Y2_005_257,,,,,1
G15_Y5_029_177,,1,,,
G09_Y5_041_028,,,,,1
G15_Y5_030_308,1,,,,
G12_Y1_ND4_079,,,,,1
G02_Y6_015_189,,,,,1
G12_Y1_DND1_384,,,,,1
G09_Y6_063_140,,,,,1
G09_Y3_009_352,,,,,1
G15_Y6_089_105,1,,,,
G15_Y4_233_289,,,,,1
G02_Y5_085_001,,,,,1
G09_Y1_BS1_258,,1,,,
G09_Y4_246_245,,,,,1
G15_Y3_045_354,,1,,,
G02_Y6_013_033,,,,,1
G02_Y5_085_021,,,,,1
G15_Y5_003_274,,,,,1
G12_Y6_060_263,1,,,,
G09_Y5_035_183,,,,,1
G15_Y4_202_280,1,,,,
G15_Y3_001_104,,1,,,
G09_Y4_205_319,,,,,1
G15_Y6_098_275,,,,,1
G12_Y1_GS2_324,,,,1,
G09_Y1_AN1_301,,,,,1
G12_Y1_FS1_208,,,,,1
G15_Y5_029_070,,1,,,
G12_Y1_HN1_066,,,,,1
G02_Y3_005_131,,1,,,
G15_Y5_012_209,,,,,1
G02_Y5_057_329,,1,,,
G15_Y4_244_369,,1,,,
G09_Y4_201_257,,,,,1
G15_Y5_032_066,,1,,,
G09_Y6_074_208,,,,,1
G15_Y3_004_302,,,,,1
G09_Y6_064_356,,1,,,
G09_Y5_017_032,,,,,1
G02_Y6_008_114,,,,,1
G15_Y2_017_109,1,,,,
G15_Y6_073_086,1,,,,
G09_Y1_ES1_305,,,,1,
G15_Y4_221_090,,,,,1
G09_Y1_FN2_229,,1,,,
G15_Y1_EN1_048,,1,,,
G15_Y1_DS2_239,,,,,1
G09_Y1_CS1_286,,,,,1
G02_Y4_033_062,,,,,1
G09_Y5_030_094,,1,,,
G15_Y4_203_329,1,,,,
G15_Y6_087_328,,,1,,
G09_Y1_BN1_328,,,,,1
G09_Y4_211_238,,,,1,
G09_Y2_027_192,,,,,1
G02_Y5_110_095,,,,,1
G15_Y4_219_211,1,,,,
G09_Y1_AS1_203,,,,,1
G12_Y2_012_309,,,,,1
G09_Y6_100_021,,1,,,
G15_Y6_089_126,1,,,,
G15_Y4_235_136,,,,1,
G15_Y2_022_362,,1,,,
G15_Y3_037_174,,,,,1
G12_Y6_054_240,,,,,1
G12_Y1_IS2_018,,1,,,
G02_Y6_002_138,,,,,1
G15_Y4_233_105,,,,,1
G15_Y5_028_233,,1,,,
G15_Y3_015_131,,,1,,
G12_Y1_BX1_228,,,,,1
G15_Y3_012_032,,1,,,
G15_Y6_089_044,,1,,,
G15_Y3_015_173,,1,,,
G15_Y3_001_121,,,,,1
G09_Y5_034_201,,,,1,
G09_Y5_014_356,1,,,,
G02_Y5_107_048,,,,,1
G15_Y4_209_224,,,,,1
G02_Y6_012_128,,,,,1
G09_Y1_GS2_052,,,,,1
G15_Y5_029_105,1,,,,
G15_Y4_213_074,,1,,,
G09_Y2_004_195,,,,,1
G15_Y1_CN1_095,1,,,,
G09_Y1_AX2_013,,,,,1
G09_Y4_236_232,,,,,1
G02_Y6_009_398,,,,1,
G15_Y2_002_068,,,,,1
G15_Y1_BS1_232,,,,,1
G15_Y5_034_008,,1,,,
G02_Y5_079_052,,,,,1
G09_Y1_BX2_389,,,,,1
G15_Y4_203_096,,,,,1
G12_Y4_210_323,,,,,1
G15_Y4_236_269,,,,,1
G15_Y3_002_023,,,,,1
G15_Y2_021_014,,,,,1
G09_Y5_022_398,,,,,1
G15_Y2_007_175,,,,,1
G15_Y2_017_170,,,,,1
G15_Y2_018_080,,,,,1
G15_Y6_092_145,,,,,1
G12_Y4_208_171,,,,,1
G15_Y4_229_082,,,,,1
G15_Y6_078_181,,,,,1
G15_Y4_228_074,,,,,1
G02_Y5_085_346,,,,,1
G15_Y3_048_369,,,,,1
G12_Y5_026_049,,,,,1
G15_Y1_HS1_334,,,,,1
G15_Y6_076_184,,,,,1
G15_Y6_088_326,,,,,1
G15_Y5_012_179,,,,,1
G15_Y3_034_224,,,,,1
G15_Y6_077_256,,,,,1
G15_Y3_026_008,,,,,1
G02_Y6_005_037,,,,,1
G15_Y3_018_062,,,,,1
G15_Y2_017_219,,,,,1
G15_Y2_004_214,,,,,1
G15_Y2_014_387,,,,,1
G15_Y4_228_360,,,,,1
G15_Y5_001_270,,,,,1
G02_Y5_053_161,,,,,1
G15_Y3_018_011,,,,,1
G15_Y2_015_214,,,,,1
G02_Y5_058_295,,,,,1
G09_Y1_IN1_340,,,,,1
G02_Y4_035_148,,,,,1
G15_Y4_209_240,,,,,1
G15_Y6_074_037,,,,,1
G15_Y5_023_063,,,,,1
G15_Y3_052_018,,,,,1
G02_Y3_005_377,,,,,1
G15_Y3_013_253,,,,,1
G15_Y3_010_054,,,,,1
G15_Y4_203_139,,,,,1
G12_Y2_023_146,,,,,1
G15_Y6_089_191,,,,,1
G15_Y4_205_031,,,,,1
G15_Y5_024_153,,,,,1
G15_Y4_239_203,,,,,1
G15_Y3_028_213,,,,,1
G15_Y4_209_358,,,,,1
G15_Y3_005_315,,,,,1
G15_Y6_075_270,,,,,1
G09_Y4_228_293,,,,,1
G15_Y6_079_192,,,,,1
G02_Y5_079_184,,,,,1
G15_Y5_030_159,,,,,1
G15_Y5_064_045,,,,,1
G15_Y6_104_072,,,,,1
G15_Y5_006_227,,,,,1
G02_Y6_016_048,,,,,1
G02_Y5_084_341,,,,,1
G15_Y4_243_217,,,,,1
G09_Y2_019_238,,,,,1
G02_Y4_027_151,,,,,1
G02_Y5_079_295,,,,,1
G15_Y3_031_384,,,,,1
G15_Y3_022_226,,,,,1
G09_Y5_012_216,,,,,1
G15_Y3_035_138,,,,,1
G02_Y5_085_364,,,,,1
G15_Y5_010_152,,,,,1
G15_Y2_009_061,,,,,1
G15_Y3_004_028,,,,,1
G15_Y3_003_007,,,,,1
G09_Y1_BS2_334,,,,,1
G09_Y3_015_073,,,,,1
G15_Y2_015_219,,,,,1
G15_Y6_084_003,,,,,1
G15_Y3_032_201,,,,,1
G15_Y6_095_329,,,,,1
G12_Y1_BS1_335,,,,,1
G09_Y1_EN2_063,,,,,1
G02_Y5_100_367,,,,,1
G15_Y2_013_057,,,,,1
G12_Y3_032_122,,,,,1
G15_Y4_243_211,,,,,1
G02_Y3_020_256,,,,,1
G15_Y4_205_215,,,,,1
G15_Y6_088_210,,,,,1
G15_Y6_093_364,,,,,1
G09_Y6_067_225,,,,,1
G12_Y3_026_381,,,,,1
G15_Y3_042_260,,,,,1
G15_Y3_013_321,,,,,1
G15_Y2_016_082,,,,,1
G15_Y2_010_352,,,,,1
G15_Y2_018_036,,,,,1
G15_Y1_BN1_066,,,,,1
G15_Y6_073_326,,,,,1
G15_Y2_007_158,,,,,1
G12_Y6_052_103,,,,,1
G15_Y3_014_031,,,,,1
G15_Y2_013_213,,,,,1
G15_Y3_009_187,,,,,1
G15_Y4_238_299,,,,,1
G02_Y5_089_287,,,,,1
G15_Y3_013_201,,,,,1
G09_Y4_215_153,,,,,1
G15_Y6_076_332,,,,,1
G02_Y5_096_204,,,,,1
G15_Y4_224_154,,,,,1
G15_Y6_082_364,,,,,1
G15_Y3_001_043,,,,,1
G02_Y3_001_383,,,,,1
G15_Y4_240_088,,,,,1
G02_Y4_026_323,,,,,1
G15_Y5_061_348,,,,,1
G02_Y4_027_304,,,,,1
G15_Y5_002_201,,,,,1
G02_Y5_071_273,,,,,1
G09_Y2_011_349,,,,,1
G02_Y3_015_161,,,,,1
G15_Y2_005_127,,,,,1
G15_Y2_021_181,,,,,1
G15_Y2_014_053,,,,,1
G15_Y1_CS1_006,,,,,1
G02_Y5_083_122,,,,,1
G15_Y6_094_044,,,,,1
G15_Y5_035_104,,,,,1
G15_Y2_009_109,,,,,1
G15_Y3_017_071,,,,,1
G15_Y6_075_258,,,,,1
G02_Y4_043_290,,,,,1
G02_Y5_053_288,,,,,1
G15_Y3_025_377,,,,,1
G15_Y6_081_348,,,,,1
G15_Y4_224_093,,,,,1
G15_Y3_005_286,,,,,1
G15_Y2_018_186,,,,,1
G15_Y1_ES1_333,,,,,1
G15_Y2_006_371,,,,,1
G02_Y6_015_169,,,,,1
G15_Y5_062_193,,,,,1
G15_Y6_090_240,,,,,1
G09_Y5_005_244,,,,,1
G15_Y2_022_071,,,,,1
G15_Y5_021_139,,,,,1
G02_Y3_007_376,,,,,1
G12_Y3_011_059,,,,,1
G15_Y5_005_217,,,,,1
G09_Y3_012_374,,,,,1
G15_Y2_009_209,,,,,1
G15_Y3_027_088,,,,,1
G15_Y4_223_377,,,,,1
G15_Y3_014_240,,,,,1
G15_Y3_030_165,,,,,1
G15_Y4_203_268,,,,,1
G15_Y4_230_229,,,,,1
G02_Y6_010_303,,,,,1
G02_Y6_010_006,,,,,1
G15_Y4_224_365,,,,,1
G15_Y6_073_385,,,,,1
G02_Y5_085_040,,,,,1
G15_Y2_018_129,,,,,1
G02_Y4_021_128,,,,,1
G15_Y3_032_237,,,,,1
G15_Y6_080_331,,,,,1
G15_Y2_022_166,,,,,1
G12_Y4_212_083,,,,,1
G15_Y5_024_116,,,,,1
G15_Y4_225_081,,,,,1
G15_Y4_211_361,,,,,1
G02_Y5_071_180,,,,,1
G15_Y2_014_389,,,,,1
G15_Y3_033_023,,,,,1
G09_Y4_232_070,,,,,1
G15_Y4_235_043,,,,,1
G02_Y5_095_316,,,,,1
G15_Y4_226_390,,,,,1
G15_Y4_240_327,,,,,1
G15_Y4_229_179,,,,,1
G15_Y6_080_008,,,,,1
G15_Y6_073_184,,,,,1
G09_Y5_002_169,,,,,1
G02_Y5_106_386,,,,,1
G09_Y1_FX1_105,,,,,1
G02_Y6_010_089,,,,,1
G15_Y3_021_181,,,,,1
G09_Y2_037_057,,,,,1
G15_Y3_015_216,,,,,1
G15_Y2_017_175,,,,,1
G15_Y4_216_210,,,,,1
G15_Y2_012_340,,,,,1
G15_Y5_022_165,,,,,1
G09_Y1_AX1_170,,,,,1
G15_Y5_028_003,,,,,1
G15_Y3_012_117,,,,,1
G15_Y6_096_017,,,,,1
G15_Y3_004_344,,,,,1
G15_Y5_002_247,,,,,1
G15_Y6_073_202,,,,,1
G15_Y5_028_141,,,,,1
G02_Y5_073_374,,,,,1
G12_Y3_001_274,,,,,1
G15_Y6_094_230,,,,,1
G15_Y2_007_127,,,,,1
G15_Y4_244_370,,,,,1
G12_Y6_054_065,,,,,1
G15_Y4_202_149,,,,,1
G09_Y4_217_288,,,,,1
G15_Y2_015_346,,,,,1
G15_Y2_019_089,,,,,1
G09_Y3_001_063,,,,,1
G09_Y2_005_007,,,,,1
G09_Y6_060_175,,,,,1
G09_Y4_260_057,,,,,1
G09_Y5_015_356,,,,,1
G15_Y5_002_210,,,,,1
G09_Y4_211_322,,,,,1
G09_Y2_013_245,,,,,1
G15_Y2_010_026,,,,,1
G15_Y3_005_264,,,,,1
G15_Y2_001_166,,,,,1
G15_Y4_215_298,,,,,1
G15_Y3_002_151,,,,,1
G15_Y4_224_255,,,,,1
G15_Y1_BX2_032,,,,,1
G15_Y3_009_065,,,,,1
G15_Y5_005_119,,,,,1
G15_Y1_GS1_039,,,,,1
G15_Y5_025_276,,,,,1
G15_Y4_229_137,,,,,1
G15_Y3_012_084,,,,,1
G15_Y1_AX2_197,,,,,1
G15_Y5_060_042,,,,,1
G09_Y1_BX1_072,,,,,1
G15_Y5_010_057,,,,,1
G15_Y5_012_353,,,,,1
G09_Y2_028_132,,,,,1
G02_Y6_013_303,,,,,1
G15_Y3_034_152,,,,,1
G15_Y4_218_360,,,,,1
G15_Y5_028_198,,,,,1
G15_Y4_215_339,,,,,1
G15_Y3_037_095,,,,,1
G15_Y5_005_369,,,,,1
G09_Y2_023_115,,,,,1
G12_Y6_085_244,,,,,1
G15_Y4_234_315,,,,,1
G15_Y3_017_352,,,,,1
G15_Y6_082_242,,,,,1
G02_Y6_005_280,,,,,1
G15_Y4_220_068,,,,,1
G09_Y4_224_387,,,,,1
G15_Y3_003_323,,,,,1
